,created_time,id,message
294,2014-11-17T18:46:57+0000,10218552285255958_10204919881014372,Cuando usted utilice el metro en el DF siempre recuerde que la amabilidad del mexicano queda en la superficie. No aplica bajo tierra.
295,2014-11-15T03:21:34+0000,10218552285255958_10204899683309442,5 mexicanos + 4 venezolanos + 1 chileno = borrachera
296,2014-11-06T03:39:13+0000,10218552285255958_10204831896854823,
297,2014-10-31T23:41:43+0000,10218552285255958_10204792967481613,Me paseo Halloween !
298,2014-10-22T14:27:33+0000,10218552285255958_10204727574806837,Nunca confiar en un taxista que no tenga un rosario colgando de su espejo retrovisor.
299,2014-10-19T01:39:17+0000,10218552285255958_10204703295839878,https://www.youtube.com/watch?v=6ACl8s_tBzE
300,2014-10-10T16:10:59+0000,10218552285255958_10204631976296934,Al levantarme me encuentro con la terrible noticia que este año tampoco me han llamado de Suecia para notificarme que me otorgan el premio Nobel de la Paz. Realmente sorprendido
301,2014-10-08T17:23:37+0000,10218552285255958_10204613672399348,"Encontrarse chilenas en Puebla ,ver que están perdidas y hacerse el weón . Chileno caga chileno."
302,2014-09-30T02:04:18+0000,10218552285255958_10204537597137514,Aquí con la poblana
303,2014-09-29T21:37:10+0000,10218552285255958_10204536239503574,Un año en México ya...
304,2014-09-26T19:08:00+0000,10218552285255958_10204516166081751,"Esto pasa cuando le pides en México a la mesera : ""por favor que tenga mucho arroz"""
305,2014-09-24T16:12:21+0000,10218552285255958_10204501715560497,Adiós tío. Buen viaje
306,2014-09-22T00:24:12+0000,10218552285255958_10204485077504556,Edificio que reemplaza a las torres gemelas
307,2014-09-22T00:16:54+0000,10218552285255958_10204485042863690,
308,2014-09-22T00:14:07+0000,10218552285255958_10204485024463230,Vista de Manhattan camino a Liberty Island
309,2014-09-22T00:11:39+0000,10218552285255958_10204485004102721,
310,2014-09-22T00:08:19+0000,10218552285255958_10204484981782163,Un famosillo en las calles de NY : Tony Danza. Aunque creo que soy el único que sabe quién es.
311,2014-09-22T00:05:58+0000,10218552285255958_10204484949421354,Toro de Wall Street
312,2014-09-22T00:02:51+0000,10218552285255958_10204484928780838,
313,2014-09-21T23:57:19+0000,10218552285255958_10204484901940167,Vaquero desnudo de Time Square
314,2014-09-21T23:53:58+0000,10218552285255958_10204484886619784,Time Square de Noche
315,2014-09-21T23:52:01+0000,10218552285255958_10204484877259550,
316,2014-09-19T00:19:02+0000,10218552285255958_10204466322915703,
317,2014-09-18T00:33:58+0000,10218552285255958_10204460569651875,
318,2014-09-17T01:30:51+0000,10218552285255958_10204454716585552,
319,2014-09-15T20:33:20+0000,10218552285255958_10204447599447628,
320,2014-09-15T04:54:41+0000,10218552285255958_10204443697990094,Newyorkeando
321,2014-09-10T13:29:17+0000,10218552285255958_10204412608252870,Relajen la cocoya...
322,2014-09-04T01:18:38+0000,10218552285255958_10204365759801688,El rascatripas...
323,2014-09-02T04:00:14+0000,10218552285255958_10204346077309638,Chistes de pasar Agosto everywhere ¬¬.
324,2014-08-29T03:10:09+0000,10218552285255958_10204307355901627,
325,2014-08-28T23:52:47+0000,10218552285255958_10204306277434666,"Típico : Escuchas gritos en la calle. Sales a ver que pasa , y hay un policía reduciendo a alguien con su pistola en la esquina . Mientras tanto en la otra esquina  hay operativo policial."
326,2014-08-23T22:50:34+0000,10218552285255958_10204264702475318,Ya me di cuenta que hubo temblor en Chile...no es necesario que todos avisen al mismo tiempo ¬¬
327,2014-08-12T15:05:42+0000,10218552285255958_10204188602532867,Lluvia puta
328,2014-08-12T00:43:39+0000,10218552285255958_10204185096525219,#mexico
329,2014-07-31T04:34:29+0000,10218552285255958_10204103878254813,"https://www.youtube.com/watch?v=yMWETSqrT3c
"
330,2014-07-31T01:15:27+0000,10218552285255958_10204102856909280,https://www.youtube.com/watch?v=pSywtiAirKE
331,2014-07-27T03:10:17+0000,10218552285255958_10204075676589789,y así con la UC. Perdió en el último SEGUNDO.
332,2014-07-25T01:56:35+0000,10218552285255958_10204063419163361,Hablar con un perro por Skype. Creo que no estoy bien :S
333,2014-07-25T01:08:45+0000,10218552285255958_10204063181077409,No existe el helado de piña en el DF :(
334,2014-07-19T22:55:17+0000,10218552285255958_10204023270119660,
335,2014-07-19T05:02:03+0000,10218552285255958_10204018139831406,
336,2014-07-19T03:22:06+0000,10218552285255958_10204017787742604,Celebrando el cumple de mi amiga Lorena A Alquinta Gonzalez
337,2014-07-18T19:53:45+0000,10218552285255958_10204014355216793,"Trabajar en Pepsi, y que las máquina de bebidas no tengan ni una puta pepsi."
338,2014-07-11T23:56:15+0000,10218552285255958_10203961426173600,
339,2014-07-09T15:15:10+0000,10218552285255958_10203944518030907,"Tuve un sueño : minuto 91, gol de Robin van Persie. Clasifica Holanda"
340,2014-07-02T02:20:22+0000,10218552285255958_10203894356536901,"Qué amables los mexicanos !!! . Eso de ""chinga tu madre"" debe ser una especie de saludo para tu mamá.
"
341,2014-06-29T18:02:08+0000,10218552285255958_10203876881660040,Apoyé a Chile y lo eliminaron. Apoyé a México y también lo eliminaron. Ahora apoyaré a Argentina :)
342,2014-06-28T01:57:31+0000,10218552285255958_10203864884080108,"Cagamos !!!
"
343,2014-06-25T03:04:04+0000,10218552285255958_10203842489600260,
344,2014-06-24T23:29:29+0000,10218552285255958_10203841225168650,¿ Habrá algún puto día que no llueva ?
345,2014-06-19T01:59:14+0000,10218552285255958_10203790790867824,http://media.biobiochile.cl/wp-content/uploads/2014/06/10474891_10151860876127168_4958331433520274303_n-730x730.jpg
346,2014-06-18T16:31:35+0000,10218552285255958_10203787378902527,Mientras tanto en Copacabana
347,2014-06-14T01:52:30+0000,10218552285255958_10203751424243683,:´(
348,2014-06-13T14:04:14+0000,10218552285255958_10203747700110582,https://www.youtube.com/watch?v=mMncF78KW7E
349,2014-06-06T06:04:52+0000,10218552285255958_10203694266614778,Sueños de niñez..Convertir alguna vez ..Un gol a estadio lleno.. Eludiendo al portero 
350,2014-06-05T23:36:59+0000,10218552285255958_10203692485850260,Chile campeón del mundo ¬¬
351,2014-06-02T04:59:08+0000,10218552285255958_10203665222128684,
352,2014-06-01T07:10:46+0000,10218552285255958_10203657402813206,Que te saquen a bailar y decir que no....feel like a brad pitt
353,2014-06-01T05:52:57+0000,10218552285255958_10203657115246017,Vaqueros y salsa ...
354,2014-05-15T00:03:48+0000,10218552285255958_10203537007683403,
355,2014-05-08T00:46:16+0000,10218552285255958_10203489152527054,Javier Hernández y la copia
356,2014-04-30T23:38:37+0000,10218552285255958_10203441332651587,Me cantaron las mañanitas :)
357,2014-04-30T19:00:28+0000,10218552285255958_10203439691850568,#xochimilco #mexico
358,2014-04-29T02:56:45+0000,10218552285255958_10203428146561943,Aquí con el Dalai ...
359,2014-04-28T19:53:13+0000,10218552285255958_10203425471855077,#coyoacan #mexico
360,2014-04-18T14:30:30+0000,10218552285255958_10203349764242434,Mi primer temblor en Mexico :)
361,2014-04-17T00:25:21+0000,10218552285255958_10203337487615526,
362,2014-04-14T21:45:11+0000,10218552285255958_10203321036284253,https://www.youtube.com/watch?v=BPLyPiS1q80
363,2014-04-13T23:27:10+0000,10218552285255958_10203312524391461,
364,2014-04-13T17:18:27+0000,10218552285255958_10203310100850874,ocho igual igual igual igual igual de para los chunchos
365,2014-04-13T17:08:58+0000,10218552285255958_10203310053769697,"<3 x 30
"
366,2014-04-13T16:14:31+0000,10218552285255958_10203309632479165,http://www.youtube.com/watch?v=tRhtxgAjr9k
367,2014-04-13T03:28:21+0000,10218552285255958_10203305585377990,http://www.youtube.com/watch?v=r75whVjtfb0
368,2014-04-08T01:23:03+0000,10218552285255958_10203270911871174,:)
369,2014-04-07T02:46:39+0000,10218552285255958_10203264329906629,Álbum del mundial.... :)
370,2014-04-06T21:50:29+0000,10218552285255958_10203262693785727,Por fin encontré comida peruana
371,2014-04-06T04:27:12+0000,10218552285255958_10203258076710303,
372,2014-04-05T18:16:17+0000,10218552285255958_10203255225839033,Mudanza ....
373,2014-04-03T04:02:18+0000,10218552285255958_10203240610353655,"Cuando hay guerra, cualquier hoyo es trinchera."
374,2014-04-02T18:07:50+0000,10218552285255958_10203237538476860,Con estreñimiento mental...
375,2014-04-01T03:15:06+0000,10218552285255958_10203228279725397,"Como chile habanero, chipotle, tomo tequila y escucho banda. Exijo la nacionalidad mexicana."
376,2014-03-31T01:53:39+0000,10218552285255958_10203221242949482,http://www.youtube.com/watch?v=IPKAwJKGSDc
377,2014-03-28T14:59:18+0000,10218552285255958_10203203875075296,"Ir 3 veces a un banco, y que todavía no puedan entregarte un puto token. Bancomer y la ctm."
378,2014-03-27T03:52:49+0000,10218552285255958_10203194334076777,"Sayonara Baby :S 
"
379,2014-03-26T17:33:58+0000,10218552285255958_10203191174197782,https://www.youtube.com/watch?v=fBA-hbgpLqk
380,2014-03-22T01:18:31+0000,10218552285255958_10203161270890218,Un pequeño lujo ...gracias
381,2014-03-20T03:35:24+0000,10218552285255958_10203146944972079,Puente de Dios
382,2014-03-20T03:16:18+0000,10218552285255958_10203146873010280,"Sótano de las Golondrinas, abismo de 376 metros de profundidad :S"
383,2014-03-20T03:09:25+0000,10218552285255958_10203146841409490,Castillo de Edward James
384,2014-03-20T02:58:39+0000,10218552285255958_10203146799928453,Indígena Huasteca
385,2014-03-11T08:41:23+0000,10218552285255958_10203081364652612,A la mierda la computación :'( ....seré gigolo
386,2014-03-10T02:31:40+0000,10218552285255958_10203072936801921,Mientras tanto un Domingo por la noche....
387,2014-03-09T22:09:20+0000,10218552285255958_10203071454324860,https://www.youtube.com/watch?v=qWs5zdKbJco
388,2014-03-05T18:14:03+0000,10218552285255958_10203043430984294,Incentivo para ir a trabajar: Saber que la oficina de tu trabajo está en el mismo edificio que Playboy México ¬¬
389,2014-03-03T22:37:44+0000,10218552285255958_10203030704386137,"Ilari, Lari e ...."
390,2014-03-03T00:49:59+0000,10218552285255958_10203022535901930,Y lo que más extraño de Chile es ...la comida peruana.
391,2014-03-02T23:57:37+0000,10218552285255958_10203022274135386,"Domingo, y yo trabajando otra vez ¬¬. CSM !!"
392,2014-03-01T22:34:11+0000,10218552285255958_10203015355922435,"Sábado , y yo trabajando. Lpmqlrmp !"
393,2014-02-28T04:45:16+0000,10218552285255958_10203004983143122,En el Tenampa por vez n° 535
394,2014-02-28T02:40:25+0000,10218552285255958_10203004452169848,Bryan Adams / Paco de Lucía 
395,2014-02-27T23:20:26+0000,10218552285255958_10203003473505382,Nueve mamás no hacen un bebé en un mes...
396,2014-02-23T07:40:44+0000,10218552285255958_10202972886420724,http://www.youtube.com/watch?v=03Z5Ai3J1ug
397,2014-02-22T23:19:46+0000,10218552285255958_10202970745487202,http://www.youtube.com/watch?v=Q3Kvu6Kgp88
398,2014-02-22T07:48:48+0000,10218552285255958_10202966617304000,"http://www.youtube.com/watch?v=vJMLJVha5sw
"
399,2014-02-19T05:03:07+0000,10218552285255958_10202946985853226,
400,2014-02-19T03:31:16+0000,10218552285255958_10202946092950904,Recibiendo a mis nuevas visitas. Debiesen declararme embajador honorario de Chile en México.
401,2014-02-18T03:52:11+0000,10218552285255958_10202939454384944,Echándose unas tortas y tacos de pastor
402,2014-02-17T18:22:48+0000,10218552285255958_10202935438884559,"¡Ay!, ahí hay un burro..."
403,2014-02-17T06:22:53+0000,10218552285255958_10202932392328397,Usted no lo diga : Ídola
404,2014-02-17T03:49:40+0000,10218552285255958_10202931920516602,http://www.youtube.com/watch?v=Tm88QAI8I5A
405,2014-02-17T02:59:43+0000,10218552285255958_10202931710711357,
406,2014-02-16T19:33:29+0000,10218552285255958_10202928500991116,
407,2014-02-12T06:14:20+0000,10218552285255958_10202896893480948,"What if....
"
408,2014-02-11T04:25:27+0000,10218552285255958_10202889862705183,Esto está que arde...
409,2014-02-09T22:29:27+0000,10218552285255958_10202881037044547,de mineros...
410,2014-02-09T17:46:17+0000,10218552285255958_10202878980873144,Gruta de Cacahuamilpa
411,2014-02-09T17:25:11+0000,10218552285255958_10202878869750366,Gruta de Cacahuamilpa
412,2014-02-09T17:10:02+0000,10218552285255958_10202878795268504,Gruta de Cacahuamilpa
413,2014-02-09T16:59:44+0000,10218552285255958_10202878738147076,Gruta de Cacahuamilpa
414,2014-02-09T16:54:50+0000,10218552285255958_10202878714666489,Gruta de Cacahuamilpa
415,2014-02-09T16:45:18+0000,10218552285255958_10202878666865294,Yisus
416,2014-02-09T04:59:46+0000,10218552285255958_10202876152602439,Zócalo
417,2014-02-09T04:19:59+0000,10218552285255958_10202876001118652,Taxco urbano
418,2014-02-09T04:12:34+0000,10218552285255958_10202875971677916,Pozas Azules de Atzala
419,2014-02-09T04:05:30+0000,10218552285255958_10202875940397134,Parroquia de Santa Prisca
420,2014-02-08T18:00:51+0000,10218552285255958_10202872960882648,
421,2014-02-08T16:14:48+0000,10218552285255958_10202872422549190,
422,2014-02-08T03:13:20+0000,10218552285255958_10202869797003553,http://www.youtube.com/watch?v=vBR2eNjIiw8
423,2014-02-07T15:52:40+0000,10218552285255958_10202866445439766,¡ Cuidado ! Extra picantes
424,2014-02-06T02:26:01+0000,10218552285255958_10202857200008636,:'(
425,2014-02-05T17:33:00+0000,10218552285255958_10202854202813708,"Taxista: Son 177 pesos señor.
Yo: No, esa no es la tarifa correcta.
Taxista: ...pero es que había mucho tráfico.
Yo: ..con más tráfico que esto no me ha costado más de 120. No le pagaré más de eso.
Taxista: ...bueno señor."
426,2014-02-04T15:58:14+0000,10218552285255958_10202846499541131,Pepsi nos regala tamales :)
427,2014-02-04T05:59:58+0000,10218552285255958_10202844374608009,Mariachis cantándole a mi vecina. Love mexican style.
428,2014-02-04T00:16:28+0000,10218552285255958_10202842756087547,"Albacete !!! <3
"
429,2014-02-03T00:57:48+0000,10218552285255958_10202836299286131,Bien Javier. ¿ Te gustó andar de juerga ayer ? Ahora trabaja :(
430,2014-02-03T00:45:37+0000,10218552285255958_10202836244084751,Todo en su sitio.
431,2014-02-02T23:35:31+0000,10218552285255958_10202835916116552,http://www.youtube.com/watch?v=NEupaNNamGk
432,2014-02-02T17:01:23+0000,10218552285255958_10202833568337859,http://www.youtube.com/watch?v=-CrcrX0Y7xk
433,2014-02-02T06:39:36+0000,10218552285255958_10202831286600817,"3 mexicanos , una española , una canadiense , un argentino y un chileno. Nada bueno puede salir de esto"
434,2014-02-02T06:15:28+0000,10218552285255958_10202831204558766,Conociendo la noche del DF
435,2014-02-02T04:12:34+0000,10218552285255958_10202830597783597,
436,2014-02-02T01:31:21+0000,10218552285255958_10202829615079030,
437,2014-02-02T00:30:07+0000,10218552285255958_10202829307991353,"Mientras tú me ignoras, la de los tacos me pregunta que si con todo."
438,2014-02-01T05:30:44+0000,10218552285255958_10202824211903954,"Alguna vez pasaron por el balcón de La Moneda : Fidel Castro, Salvador Allende, Juan Pablo II, Colo Colo 91, etc. , y ahora  ?....Antonio Banderas...Antonio Banderas po wn !!...Ahora cualquier wn sale por el balcón de La Moneda ! Penoso ! "
439,2014-01-31T20:34:16+0000,10218552285255958_10202821667560347,Vamos !!! Sólo restan 33 años para jubilarse ...
440,2014-01-31T04:54:19+0000,10218552285255958_10202816916801581,Tentaciones de la calle....
441,2014-01-30T06:19:39+0000,10218552285255958_10202810916091567,Una buena canción ...
442,2014-01-30T01:39:16+0000,10218552285255958_10202809799823661,Saber decirle al taxista por donde irse. Feel like a mexican....
443,2014-01-29T07:18:03+0000,10218552285255958_10202805181268200,http://www.youtube.com/watch?v=1wPASeI-gyU
444,2014-01-28T04:49:36+0000,10218552285255958_10202797700761192,"Perú <3
"
445,2014-01-28T03:55:34+0000,10218552285255958_10202797477595613,Hace tiempo no escuchaba esto <3
446,2014-01-26T18:07:33+0000,10218552285255958_10202784452669998,http://www.youtube.com/watch?v=ATScX-3GprI
447,2014-01-25T18:29:38+0000,10218552285255958_10202777362252742,Adiós chocopanda...
448,2014-01-25T01:49:42+0000,10218552285255958_10202772298646155,
449,2014-01-25T01:48:16+0000,10218552285255958_10202772288805909,
450,2014-01-24T23:50:29+0000,10218552285255958_10202771746392349,http://www.youtube.com/watch?v=en8yqVxuT-U
451,2014-01-24T19:13:06+0000,10218552285255958_10202769878465652,Cosas de México: No los dejan entrar al bar y lo balean con AK-47...
452,2014-01-24T14:49:57+0000,10218552285255958_10202767733932040,8.49 de la mañana. Desayuno nivel México
453,2014-01-24T14:20:11+0000,10218552285255958_10202767484765811,http://www.viniciuscovas.com/2014/01/100-impresiones-de-un-estudiante-de.html?m=1
454,2014-01-24T01:12:26+0000,10218552285255958_10202764970982968,"Entre mi acento magallánico, haber vivido en España, estar en México , tener compañeros argentinos y venezolanos ya creo que hablo como paraguayo."
455,2014-01-23T07:42:39+0000,10218552285255958_10202760613714039,Vecino ctm !!. Hasta aquí escucho sus ronquidos
456,2014-01-23T03:00:50+0000,10218552285255958_10202759645609837,http://www.youtube.com/watch?v=YgFyi74DVjc
457,2014-01-22T03:02:38+0000,10218552285255958_10202754110551464,http://www.youtube.com/watch?v=HJqlA_HTEU8
458,2014-01-21T04:50:25+0000,10218552285255958_10202748370447965,http://www.youtube.com/watch?v=81Szobx5SLM
459,2014-01-21T00:41:51+0000,10218552285255958_10202746963612795,Deportes extremos ? Sí...yo ando en el metro del DF
460,2014-01-20T05:43:11+0000,10218552285255958_10202740934462070,Lavadora ctm !
461,2014-01-20T03:07:34+0000,10218552285255958_10202739603068786,http://www.youtube.com/watch?v=P1-891_aOKY
462,2014-01-20T02:33:28+0000,10218552285255958_10202739265620350,Pero sigo siendo el rey....
463,2014-01-20T00:26:11+0000,10218552285255958_10202738327196890,Guadalajara...Guadalajara
464,2014-01-19T06:00:45+0000,10218552285255958_10202733179468200,
465,2014-01-19T05:00:43+0000,10218552285255958_10202732721856760,
466,2014-01-19T01:01:48+0000,10218552285255958_10202731667190394,Tenampa soundtrack
467,2014-01-19T00:26:40+0000,10218552285255958_10202731496426125,#popocatepetl
468,2014-01-18T19:44:55+0000,10218552285255958_10202730038269672,Pal feibu
469,2014-01-18T05:21:07+0000,10218552285255958_10202727022594282,El dato....
470,2014-01-18T04:19:50+0000,10218552285255958_10202726760147721,Salgo con cara de ebrio...pero aún no lo estoy...noticia en desarrollo
471,2014-01-16T04:14:19+0000,10218552285255958_10202714324716843,Inaugurando la temporada 2014 de visitas. En la foto las invitadas disfrutando sus primeros tacos.
472,2014-01-09T01:37:51+0000,10218552285255958_10202667548667471,"Se compra colchones,tambores,refrigeradores,estufas,lavadoras,microondas o algo de fierro viejo que vendan..."
473,2014-01-04T21:42:42+0000,10218552285255958_10202639055275154,Volviendo a mi dieta normal ...
474,2014-01-03T00:21:31+0000,10218552285255958_10202624376068183,"Salir a ""descansar"" una semana y terminar más agotado :("
475,2013-12-28T01:12:08+0000,10218552285255958_10202579935397194,Voy y vuelvo....
476,2013-12-24T20:33:07+0000,10218552285255958_10202555910236580,http://www.youtube.com/watch?v=h8-q42yD_oc
477,2013-12-21T02:04:44+0000,10218552285255958_10202531452945163,
478,2013-12-13T06:16:38+0000,10218552285255958_10202474644244981,http://www.youtube.com/watch?v=0C3zgYW_FAM
479,2013-12-11T03:23:26+0000,10218552285255958_10202459102536448,Soundtrack de taxi en DF
480,2013-12-11T00:41:43+0000,10218552285255958_10202458249635126,Que todos se preocupen del segundo y no del campeón xD
481,2013-12-11T00:29:47+0000,10218552285255958_10202458192633701,Todos webeando a la UC
482,2013-12-09T04:41:57+0000,10218552285255958_10202444258405354,http://www.youtube.com/watch?v=a5uQMwRMHcs
483,2013-12-08T04:32:26+0000,10218552285255958_10202436925222029,
484,2013-12-08T04:27:18+0000,10218552285255958_10202436903781493,Otro Tejón
485,2013-12-08T04:21:54+0000,10218552285255958_10202436870020649,Tejón
486,2013-12-08T04:15:06+0000,10218552285255958_10202436827619589,
487,2013-12-08T03:57:52+0000,10218552285255958_10202436748497611,
488,2013-12-08T01:51:19+0000,10218552285255958_10202436046360058,#tejones
489,2013-12-07T20:16:14+0000,10218552285255958_10202434155712793,Tepoztlán desde el tepozteco
490,2013-12-07T17:45:18+0000,10218552285255958_10202433271610691,#chapulin #desayuno
491,2013-12-07T06:47:10+0000,10218552285255958_10202430539302385,Marcel CTM !
492,2013-12-07T06:03:08+0000,10218552285255958_10202430422739471,Recordando nuestro tiempos de gloria (?) en Albacete con Nacho G. Reyes
493,2013-12-06T17:27:45+0000,10218552285255958_10202426464760524,Futboleros con cagadera ....
494,2013-12-06T05:57:21+0000,10218552285255958_10202423683410992,http://www.youtube.com/watch?v=hWlkmkZW2hk
495,2013-12-01T03:22:07+0000,10218552285255958_10202387164058031,...Después de todo no manejaba tan bien en realidad...
496,2013-11-30T23:43:35+0000,10218552285255958_10202385881905978,"""Si no fumas , ni bebes , ni follas. Entonces pa' qué vives gilipollas"". Sabiduría española xD"
497,2013-11-30T14:04:28+0000,10218552285255958_10202382425659574,
498,2013-11-29T02:08:36+0000,10218552285255958_10202372209444175,http://www.youtube.com/watch?v=47dtFZ8CFo8
499,2013-11-25T05:39:20+0000,10218552285255958_10202341833244789,Voladores de Papantla
500,2013-11-24T22:42:47+0000,10218552285255958_10202339535067336,Un chileno en puebla....
501,2013-11-24T20:57:01+0000,10218552285255958_10202338870090712,Puebla desde Cholula
502,2013-11-24T18:08:13+0000,10218552285255958_10202337810464222,Aquí con los poblanos...
503,2013-11-23T18:47:50+0000,10218552285255958_10202330878250921,#puebla #mexico
504,2013-11-23T14:23:34+0000,10218552285255958_10202329369693208,Turista mode on. A ver a los poblanos
505,2013-11-21T03:09:19+0000,10218552285255958_10202304170783251,"Ya entendí lo de : ""más peligroso que repartidor en el DF"" :S"
506,2013-11-20T01:43:47+0000,10218552285255958_10202296185983636,Que el taxista conozca menos las calles que tú. Fail !!!
507,2013-11-17T19:27:59+0000,10218552285255958_10202278141332531,Si sale electa Matthei no vuelvo a Chile !!  =)
508,2013-11-16T12:08:01+0000,10218552285255958_10202268961103031,Que a tu vecina le lleven mariachis a las 6 de la mañana....only en México..... Csm quiero dormir
509,2013-11-04T01:22:39+0000,10218552285255958_10202153943387660,
510,2013-11-04T01:03:37+0000,10218552285255958_10202153774783445,
511,2013-11-02T17:13:42+0000,10218552285255958_10202141381873630,
512,2013-11-02T09:24:23+0000,10218552285255958_10202139224939708,Tequilas y mariachis....
513,2013-11-02T08:51:20+0000,10218552285255958_10202139132977409,Tenampa
514,2013-11-02T03:47:24+0000,10218552285255958_10202138110591850,
515,2013-10-27T04:33:07+0000,10218552285255958_10202087698091569,24 chelas después pienso que no son tan buenas. Creo que tengo que probar otra marca
516,2013-10-26T23:14:31+0000,10218552285255958_10202085989368852,Cementerio de Punta Arenas en 6to lugar :)
517,2013-10-26T22:31:46+0000,10218552285255958_10202085752322926,Testeando chelas mexicanas...
518,2013-10-21T02:27:46+0000,10218552285255958_10202047426884814,La prueba que estuve ahí...
519,2013-10-21T01:50:44+0000,10218552285255958_10202047247240323,
520,2013-10-21T01:48:54+0000,10218552285255958_10202047240320150,
521,2013-10-21T01:42:57+0000,10218552285255958_10202047219359626,
522,2013-10-20T21:29:48+0000,10218552285255958_10202045521917191,Peldaños y más peldaños :(
523,2013-10-20T16:24:47+0000,10218552285255958_10202043738832615,#teotihuacan
524,2013-10-16T03:31:08+0000,10218552285255958_10202016619514649,Más suertudo que mexicano jugando fútbol...
525,2013-10-16T01:38:18+0000,10218552285255958_10202016051020437,Gracias  Don Sampa por llevarnos al mundial. Yo sabía que conocerme le iba a traer suerte.
526,2013-10-15T02:33:03+0000,10218552285255958_10202010164593280,"Juraría haber visto a un miembro de ""Los Bunkers"" cerca de mi casa...Sólo su falta de olor a marihuana me hizo dudar xD"
527,2013-10-13T21:20:50+0000,10218552285255958_10202000754478033,y más comida :S
528,2013-10-13T21:03:06+0000,10218552285255958_10202000638155125,Torre Latino
529,2013-10-13T20:45:11+0000,10218552285255958_10202000531032447,Calaveritas de azúcar
530,2013-10-13T20:42:05+0000,10218552285255958_10202000517792116,Av. Francisco I. Madero
531,2013-10-13T20:38:30+0000,10218552285255958_10202000499751665,Museo Bellas Artes
532,2013-10-11T23:05:05+0000,10218552285255958_10201986283756274,"Hinchas frustrados en 3,2,1...."
533,2013-10-06T06:37:37+0000,10218552285255958_10201942970793477,Molcajete
534,2013-10-05T01:15:52+0000,10218552285255958_10201935035595102,El Ángel
535,2013-10-01T00:49:34+0000,10218552285255958_10201910834390087,"Mami , estoy vivo !! :)"
536,2013-09-29T02:56:22+0000,10218552285255958_10201898154113088,"Me voy, que lástima pero adiós...."
537,2013-09-23T03:50:00+0000,10218552285255958_10201858202154314,Coming soon....
538,2013-09-23T02:40:02+0000,10218552285255958_10201857829665002,"""El círculo de conocimientos que se adquiere en estas escuelas para las clases menesterosas, no debe tener más extensión que la que exigen las necesidades de ellas: lo demás no sólo sería inútil, sino hasta perjudicial, porque, además de no proporcionarse ideas que fuesen de un provecho conocido en el curso de la vida, se alejaría a la juventud demasiado de los trabajos productivos"". Andrés Bello"
539,2013-09-22T17:57:44+0000,10218552285255958_10201853827764957,
540,2013-09-18T16:39:43+0000,10218552285255958_10201819766833455,Tu madre es pu...
541,2013-09-18T03:42:20+0000,10218552285255958_10201816890561550,Himno nacional !
542,2013-09-15T19:14:36+0000,10218552285255958_10201801448495508,xD
543,2013-09-13T15:24:09+0000,10218552285255958_10201785700781825,http://en.wikipedia.org/wiki/Programmers%27_Day
544,2013-09-11T16:23:58+0000,10218552285255958_10201773612519626,11/9
545,2013-09-06T18:51:45+0000,10218552285255958_10201739192819155,"¿Hay alguna cosa más penosa que un ""periodista"" haciendo un ""C-H-I"" ?"
546,2013-09-01T17:19:41+0000,10218552285255958_10201705276131259,"Chistes de ""pasar Agosto"" everywhere..."
547,2013-08-28T02:09:20+0000,10218552285255958_10201679021154901,
548,2013-08-05T18:39:41+0000,10218552285255958_10201521840665487,http://www.youtube.com/watch?v=CfZe9qy8YAs
549,2013-08-05T02:49:14+0000,10218552285255958_10201517996089375,
550,2013-08-03T05:07:10+0000,10218552285255958_10201506339317963,Despedida mode: on
551,2013-07-28T04:12:45+0000,10218552285255958_10201467769233735,
552,2013-07-27T02:56:13+0000,10218552285255958_10201461380314016,http://www.youtube.com/watch?v=eznXJEjvHbk
553,2013-07-24T04:36:45+0000,10218552285255958_10201444251245800,Huevos con aceite !
554,2013-07-23T01:55:14+0000,10218552285255958_10201437140908046,Dudando de mis orígenes sureños . Tengo frío :(
555,2013-07-21T22:44:48+0000,10218552285255958_10201428953543367,
556,2013-07-21T04:41:56+0000,10218552285255958_10201423723452618,
557,2013-07-21T02:15:55+0000,10218552285255958_10201423158478494,Valpo :)
558,2013-07-16T23:59:33+0000,10218552285255958_10201398526542711,http://www.youtube.com/watch?v=FFfY79TxzpM
559,2013-07-16T21:00:28+0000,10218552285255958_10201397494316906,http://youtu.be/N_lVOTPRGnw
560,2013-07-14T22:53:30+0000,10218552285255958_10201384114022407,
561,2013-07-14T16:08:48+0000,10218552285255958_10201382127372742,http://www.youtube.com/watch?v=-iRd5KhZqXA
562,2013-07-08T06:28:49+0000,10218552285255958_10201342083411668,Soy terrible eh' bonito
563,2013-07-07T20:35:01+0000,10218552285255958_10201337358093538,Epic Fail ! xD
564,2013-07-06T21:42:26+0000,10218552285255958_10201329558618556,
565,2013-07-02T04:21:13+0000,10218552285255958_10201293267991313,http://www.biobiochile.cl/2012/02/10/estudio-de-50-anos-afirma-que-los-izquierdistas-son-mas-inteligentes-que-los-derechistas.shtml
566,2013-07-01T01:23:17+0000,10218552285255958_10201286614184972,Que huevones más optimistas...ninguno perdió..
567,2013-06-26T20:55:59+0000,10218552285255958_10201261939328116,"bombas lacrimógenas everywhere :,( ...cof cof cof..."
568,2013-06-23T07:40:40+0000,10218552285255958_10201239786134300,http://vimeo.com/48285212
